"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Utah"	"49"	"Jul., 2012"	"2012/07"	20	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2012"	"2012/08"	16	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2012"	"2012/09"	18	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2012"	"2012/10"	15	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2012"	"2012/11"	10	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2012"	"2012/12"	13	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2013"	"2013/01"	12	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2013"	"2013/02"	10	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2013"	"2013/03"	13	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2013"	"2013/04"	16	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2013"	"2013/05"	22	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2013"	"2013/06"	16	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2013"	"2013/07"	16	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2013"	"2013/08"	14	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2013"	"2013/09"	19	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2013"	"2013/10"	19	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2013"	"2013/11"	14	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2013"	"2013/12"	17	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2014"	"2014/01"	20	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2014"	"2014/02"	13	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2014"	"2014/03"	13	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2014"	"2014/04"	11	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2014"	"2014/06"	15	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2014"	"2014/07"	14	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2014"	"2014/08"	16	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2014"	"2014/09"	15	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2014"	"2014/10"	13	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2014"	"2014/11"	16	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2014"	"2014/12"	11	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2015"	"2015/01"	17	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2015"	"2015/02"	22	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2015"	"2015/04"	21	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2015"	"2015/06"	20	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2015"	"2015/07"	15	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2015"	"2015/08"	14	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2015"	"2015/09"	17	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2015"	"2015/10"	19	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2015"	"2015/11"	13	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2015"	"2015/12"	16	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2016"	"2016/01"	15	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2016"	"2016/02"	25	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2016"	"2016/03"	19	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2016"	"2016/04"	20	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2016"	"2016/05"	18	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2016"	"2016/06"	12	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2016"	"2016/07"	19	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2016"	"2016/08"	17	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2016"	"2016/09"	15	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2016"	"2016/10"	19	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2016"	"2016/11"	14	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2016"	"2016/12"	18	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2017"	"2017/01"	21	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2017"	"2017/02"	18	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2017"	"2017/03"	17	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2017"	"2017/04"	22	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2017"	"2017/05"	25	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2017"	"2017/06"	15	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2017"	"2017/07"	18	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2017"	"2017/08"	11	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2017"	"2017/09"	12	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2017"	"2017/10"	18	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2017"	"2017/11"	13	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2017"	"2017/12"	13	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2018"	"2018/01"	18	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2018"	"2018/02"	16	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2018"	"2018/03"	18	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2018"	"2018/04"	16	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2018"	"2018/05"	19	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2018"	"2018/06"	21	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2018"	"2018/07"	16	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2018"	"2018/08"	13	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2018"	"2018/09"	15	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2018"	"2018/10"	11	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2018"	"2018/11"	12	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2018"	"2018/12"	15	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2019"	"2019/01"	12	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2019"	"2019/02"	14	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2019"	"2019/03"	14	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2019"	"2019/04"	12	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2019"	"2019/05"	14	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2019"	"2019/06"	12	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2019"	"2019/07"	17	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2019"	"2019/08"	16	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2019"	"2019/09"	23	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2019"	"2019/10"	16	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2019"	"2019/11"	18	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2019"	"2019/12"	12	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2020 "	"2020/01"	14	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2020 "	"2020/02"	14	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2020 "	"2020/03"	10	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2020 "	"2020/04"	16	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2020 "	"2020/05"	21	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2020 "	"2020/06"	20	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2020 "	"2020/07"	14	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2020 "	"2020/08"	21	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2020 "	"2020/09"	19	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2020 "	"2020/10"	20	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2020 "	"2020/12"	13	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 1999"	"1999/01"	28	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 1999"	"1999/02"	30	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 1999"	"1999/03"	27	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 1999"	"1999/04"	22	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 1999"	"1999/05"	31	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 1999"	"1999/06"	26	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 1999"	"1999/07"	32	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 1999"	"1999/08"	39	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 1999"	"1999/09"	29	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 1999"	"1999/10"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 1999"	"1999/11"	33	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 1999"	"1999/12"	38	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2000"	"2000/01"	32	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2000"	"2000/02"	25	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2000"	"2000/03"	24	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2000"	"2000/04"	33	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2000"	"2000/05"	31	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2000"	"2000/06"	28	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2000"	"2000/07"	36	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2000"	"2000/08"	39	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2000"	"2000/09"	33	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2000"	"2000/10"	33	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2000"	"2000/11"	31	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2000"	"2000/12"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2001"	"2001/01"	31	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2001"	"2001/02"	33	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2001"	"2001/03"	28	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2001"	"2001/04"	35	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2001"	"2001/05"	29	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2001"	"2001/06"	30	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2001"	"2001/07"	47	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2001"	"2001/08"	44	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2001"	"2001/09"	44	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2001"	"2001/10"	37	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2001"	"2001/11"	32	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2001"	"2001/12"	29	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2002"	"2002/01"	43	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2002"	"2002/02"	30	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2002"	"2002/03"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2002"	"2002/04"	47	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2002"	"2002/05"	39	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2002"	"2002/06"	31	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2002"	"2002/07"	35	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2002"	"2002/08"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2002"	"2002/09"	36	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2002"	"2002/10"	30	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2002"	"2002/11"	29	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2002"	"2002/12"	47	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2003"	"2003/01"	39	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2003"	"2003/02"	36	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2003"	"2003/03"	41	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2003"	"2003/04"	44	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2003"	"2003/05"	41	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2003"	"2003/06"	56	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2003"	"2003/07"	31	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2003"	"2003/08"	41	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2003"	"2003/09"	45	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2003"	"2003/10"	31	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2003"	"2003/11"	50	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2003"	"2003/12"	48	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2004"	"2004/01"	36	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2004"	"2004/02"	27	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2004"	"2004/03"	39	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2004"	"2004/04"	33	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2004"	"2004/05"	49	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2004"	"2004/06"	49	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2004"	"2004/07"	37	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2004"	"2004/08"	42	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2004"	"2004/09"	45	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2004"	"2004/10"	38	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2004"	"2004/11"	33	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2004"	"2004/12"	39	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2005"	"2005/01"	45	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2005"	"2005/02"	42	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2005"	"2005/03"	37	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2005"	"2005/04"	28	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2005"	"2005/05"	32	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2005"	"2005/06"	46	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2005"	"2005/07"	44	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2005"	"2005/08"	54	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2005"	"2005/09"	47	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2005"	"2005/10"	49	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2005"	"2005/11"	39	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2005"	"2005/12"	33	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2006"	"2006/01"	36	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2006"	"2006/02"	32	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2006"	"2006/03"	27	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2006"	"2006/04"	42	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2006"	"2006/05"	43	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2006"	"2006/06"	37	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2006"	"2006/07"	65	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2006"	"2006/08"	41	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2006"	"2006/09"	46	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2006"	"2006/10"	51	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2006"	"2006/11"	31	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2006"	"2006/12"	45	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2007"	"2007/01"	32	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2007"	"2007/02"	30	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2007"	"2007/03"	47	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2007"	"2007/04"	46	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2007"	"2007/05"	41	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2007"	"2007/06"	35	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2007"	"2007/07"	55	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2007"	"2007/08"	44	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2007"	"2007/09"	50	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2007"	"2007/10"	48	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2007"	"2007/11"	41	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2007"	"2007/12"	35	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2008"	"2008/01"	41	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2008"	"2008/02"	36	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2008"	"2008/03"	45	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2008"	"2008/04"	35	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2008"	"2008/05"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2008"	"2008/06"	39	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2008"	"2008/07"	49	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2008"	"2008/08"	53	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2008"	"2008/09"	46	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2008"	"2008/10"	37	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2008"	"2008/11"	48	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2008"	"2008/12"	29	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2009"	"2009/01"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2009"	"2009/02"	34	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2009"	"2009/03"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2009"	"2009/04"	38	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2009"	"2009/05"	34	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2009"	"2009/06"	48	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2009"	"2009/07"	39	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2009"	"2009/08"	42	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2009"	"2009/09"	38	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2009"	"2009/10"	35	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2009"	"2009/11"	33	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2009"	"2009/12"	36	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2010"	"2010/01"	32	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2010"	"2010/02"	22	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2010"	"2010/03"	30	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2010"	"2010/04"	43	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2010"	"2010/05"	45	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2010"	"2010/06"	33	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2010"	"2010/07"	32	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2010"	"2010/08"	28	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2010"	"2010/09"	28	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2010"	"2010/10"	37	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2010"	"2010/11"	32	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2010"	"2010/12"	27	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2011"	"2011/01"	31	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2011"	"2011/02"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2011"	"2011/03"	43	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2011"	"2011/04"	43	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2011"	"2011/05"	54	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2011"	"2011/06"	29	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2011"	"2011/07"	32	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2011"	"2011/08"	46	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2011"	"2011/09"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2011"	"2011/10"	34	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2011"	"2011/11"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2011"	"2011/12"	43	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2012"	"2012/01"	48	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2012"	"2012/02"	37	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2012"	"2012/03"	32	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2012"	"2012/04"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2012"	"2012/05"	50	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2012"	"2012/06"	36	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2012"	"2012/07"	46	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2012"	"2012/08"	33	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2012"	"2012/09"	32	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2012"	"2012/10"	34	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2012"	"2012/11"	28	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2012"	"2012/12"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2013"	"2013/01"	41	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2013"	"2013/02"	23	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2013"	"2013/03"	38	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2013"	"2013/04"	28	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2013"	"2013/05"	28	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2013"	"2013/06"	44	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2013"	"2013/07"	41	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2013"	"2013/08"	38	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2013"	"2013/09"	38	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2013"	"2013/10"	43	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2013"	"2013/11"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2013"	"2013/12"	37	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2014"	"2014/01"	36	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2014"	"2014/02"	33	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2014"	"2014/03"	37	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2014"	"2014/04"	29	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2014"	"2014/05"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2014"	"2014/06"	35	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2014"	"2014/07"	36	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2014"	"2014/08"	38	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2014"	"2014/09"	31	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2014"	"2014/10"	41	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2014"	"2014/11"	31	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2014"	"2014/12"	38	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2015"	"2015/01"	39	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2015"	"2015/02"	21	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2015"	"2015/03"	32	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2015"	"2015/04"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2015"	"2015/05"	41	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2015"	"2015/06"	43	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2015"	"2015/07"	34	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2015"	"2015/08"	43	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2015"	"2015/09"	40	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2015"	"2015/10"	41	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2015"	"2015/11"	37	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2015"	"2015/12"	48	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2016"	"2016/01"	36	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2016"	"2016/02"	30	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2016"	"2016/03"	41	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2016"	"2016/04"	51	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2016"	"2016/05"	39	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2016"	"2016/06"	38	Not Applicable	Not Applicable
